filename,freshripe,freshunripe,overripe,ripe,rotten,unripe
musa-acuminata-freshripe-499f7abd-2653-11ec-977e-d8c4975e38aa_jpg.rf.476i9QzRPPctlYNRUbo5.jpg,1,0,0,0,0,0
musa-acuminata-banana-afa7fc5e-394a-11ec-bb72-d8c4975e38aa_jpg.rf.4BcnQr8PSpnewbaWwWY4.jpg,1,0,0,0,0,0
musa-acuminata-banana-85737db6-394a-11ec-bda3-d8c4975e38aa_jpg.rf.4Io2M8gyzpXjTEYGTn52.jpg,0,0,0,1,1,0
musa-acuminata-ripe-946d4f4d-1d0a-11ec-b95a-d8c4975e38aa_jpg.rf.4NeWeD8n3EwKNtxUOgm6.jpg,0,0,0,1,0,0
musa-acuminata-mold-e38d6cb2-1d0a-11ec-86b7-d8c4975e38aa_jpg.rf.i1Q6bCnOUPpsZvO8N9WT.jpg,0,0,1,0,1,0
musa-acuminata-overripe-8097942b-2653-11ec-9b58-d8c4975e38aa_jpg.rf.3fdJZlUBHYSXashzp8tH.jpg,0,0,1,0,0,0
musa-acuminata-banana-e283a409-394a-11ec-b3c1-d8c4975e38aa_jpg.rf.iWOPLzhwjpUeErYkFKWt.jpg,1,0,0,1,0,0
musa-acuminata-banana-edec7e4f-394a-11ec-8b12-d8c4975e38aa_jpg.rf.4PPppp5uYQjbRzsEDwjo.jpg,0,0,0,1,0,0
musa-acuminata-unripe-8e2943ff-1d0a-11ec-8340-d8c4975e38aa-1-_jpg.rf.IdMmpAp4gkSVHI1uBOil.jpg,0,1,0,0,0,0
musa-acuminata-banana-f9d3745e-394a-11ec-8998-d8c4975e38aa_jpg.rf.IgGg3DC2JIPI5Ebu0Ckt.jpg,0,0,0,1,0,0
musa-acuminata-ripe-708a2d69-2653-11ec-bf4c-d8c4975e38aa_jpg.rf.4HUpxoIdQtL0zLhgHw2L.jpg,0,0,0,0,1,0
musa-acuminata-unripe-607f8b0d-2653-11ec-9d59-d8c4975e38aa---Copy_jpg.rf.IajzZi0sH1T6Q3tfkt5X.jpg,0,0,0,0,1,0
musa-acuminata-ripe-920b2767-1d0a-11ec-85dc-d8c4975e38aa_jpg.rf.3DeYz78Qx2NUupl4YYw0.jpg,0,0,0,1,0,0
musa-acuminata-rotten-a2077e0a-1d0a-11ec-9632-d8c4975e38aa_jpg.rf.id3uAElvTNMO8aLbUKb4.jpg,0,0,0,0,1,0
musa-acuminata-unripe-5ae4baca-2653-11ec-afaf-d8c4975e38aa---Copy_jpg.rf.iXeismzFKIEUgamWCgoR.jpg,0,0,0,0,1,1
musa-acuminata-banana-9fe7fbb7-394a-11ec-9b79-d8c4975e38aa_jpg.rf.ijEux7y95eDyMtoEAaXv.jpg,0,0,0,0,1,0
musa-acuminata-freshunripe-6f8e9a22-1d0a-11ec-9392-d8c4975e38aa_jpg.rf.IjhPQbpYYPOJurKFXYkY.jpg,0,1,0,0,0,0
musa-acuminata-overripe-7f89578b-2653-11ec-9951-d8c4975e38aa_jpg.rf.IgyundminkuAk7izrpCq.jpg,0,0,1,0,0,0
musa-acuminata-rotten-81689482-2653-11ec-ace0-d8c4975e38aa_jpg.rf.3F8LdwYWKiA3REUjahZc.jpg,0,0,0,0,1,0
musa-acuminata-banana-af671d3f-394a-11ec-9564-d8c4975e38aa_jpg.rf.3pAJMgFlYXGxxYx5L6IF.jpg,1,0,0,1,0,0
musa-acuminata-banana-c5d2a66a-394a-11ec-b0f4-d8c4975e38aa_jpg.rf.3ssAIFYghgqFZ5TOceNz.jpg,1,0,0,1,0,0
musa-acuminata-unripe-841d7bd8-1d0a-11ec-8a96-d8c4975e38aa-1-_jpg.rf.iqUR56DjylIO7Ts7RWEw.jpg,0,0,0,0,1,1
musa-acuminata-banana-ae97e29d-394a-11ec-8a89-d8c4975e38aa_jpg.rf.jToJTXqYxNQ974Q6IYBA.jpg,0,0,0,1,0,0
musa-acuminata-freshripe-7aa4173f-1d0a-11ec-9be1-d8c4975e38aa_jpg.rf.ivnaC2qYgdDsPHZ8yV4E.jpg,1,0,0,0,0,0
musa-acuminata-banana-bf433bcc-394a-11ec-8843-d8c4975e38aa_jpg.rf.kY5YxjGXxknEI5Bfujy5.jpg,1,0,0,1,0,0
musa-acuminata-ripe-6fde9228-2653-11ec-b985-d8c4975e38aa_jpg.rf.kpq1t4PM5VFl7lxhThn3.jpg,0,0,0,1,1,0
musa-acuminata-freshunripe-774e459c-1d0a-11ec-b05e-d8c4975e38aa_jpg.rf.keGIEHTLXB9cQ08uNJnP.jpg,0,0,0,0,0,1
musa-acuminata-banana-c4fa7b8d-394a-11ec-ae19-d8c4975e38aa_jpg.rf.l8RcanUUskftRqsnvPDg.jpg,0,0,0,1,0,0
musa-acuminata-rotten-b2ff6464-1d0a-11ec-b7f8-d8c4975e38aa_jpg.rf.klBJJDKlq6f4zusTD69k.jpg,0,0,0,0,1,0
musa-acuminata-overripe-7dba59ee-2653-11ec-bf15-d8c4975e38aa_jpg.rf.kxCM9vzk2MXcfptiLbjL.jpg,0,0,1,0,1,0
musa-acuminata-unripe-5b0fa026-2653-11ec-8ee8-d8c4975e38aa---Copy_jpg.rf.lOSXd3SNsfCLqlikGsl3.jpg,0,0,0,0,1,1
musa-acuminata-banana-835e1250-394a-11ec-87f3-d8c4975e38aa_jpg.rf.l1P8ql0JeIikTZKA3GBa.jpg,0,0,1,0,0,0
musa-acuminata-unripe-53b71b36-2653-11ec-ac4b-d8c4975e38aa---Copy_jpg.rf.lBRiM9zAANZaoN5EbkiN.jpg,0,0,0,0,0,1
musa-acuminata-banana-89e064af-394a-11ec-85c4-d8c4975e38aa_jpg.rf.jXQAlU8SvuPfYAPuFtUl.jpg,0,0,0,0,1,0
musa-acuminata-mold-e3de7603-1d0a-11ec-9d4b-d8c4975e38aa_jpg.rf.lhxa17TyxPAmWkkldAEe.jpg,0,0,1,0,1,0
musa-acuminata-banana-c7ed53d3-394a-11ec-9570-d8c4975e38aa_jpg.rf.lpe41aZCRNWUtnceiP4J.jpg,0,0,0,1,0,0
musa-acuminata-rotten-8f1b05f1-2653-11ec-9e84-d8c4975e38aa_jpg.rf.lhPKBXfeLLjaU9nP3hQT.jpg,0,0,0,0,1,0
musa-acuminata-overripe-7f03a6a9-2653-11ec-8b4e-d8c4975e38aa_jpg.rf.mL0kzty6oUUfWttkZpeF.jpg,0,0,1,0,0,0
musa-acuminata-ripe-6c5c057a-2653-11ec-a1b9-d8c4975e38aa_jpg.rf.lmcKis5VQkUwL676THOI.jpg,0,0,0,1,0,0
musa-acuminata-ripe-945a3e15-1d0a-11ec-b433-d8c4975e38aa_jpg.rf.lpdvdRQH9NyyXkzZ7CAm.jpg,0,0,0,1,0,0
musa-acuminata-overripe-7be35c76-2653-11ec-a003-d8c4975e38aa_jpg.rf.m8g9SYIsXOAHeEOgqcCm.jpg,0,0,1,0,1,0
musa-acuminata-mold-e60e932c-1d0a-11ec-af66-d8c4975e38aa_jpg.rf.lalOmMvLW1LXltU9390v.jpg,0,0,1,0,0,0
musa-acuminata-banana-a473fcfa-394a-11ec-87cc-d8c4975e38aa_jpg.rf.mcE547Hu69JTLlUEKuu2.jpg,0,0,1,0,1,0
musa-acuminata-unripe-5e163cb9-2653-11ec-91fd-d8c4975e38aa---Copy_jpg.rf.n5DFPqX5VjRDQPF3oDaO.jpg,0,0,0,0,0,1
musa-acuminata-freshunripe-1ce903df-2653-11ec-8e3d-d8c4975e38aa_jpg.rf.4ddPEXXcf8HvwU7NNSpt.jpg,0,1,0,0,0,0
musa-acuminata-overripe-76bb26d0-2653-11ec-84ec-d8c4975e38aa_jpg.rf.nFtB3S56AxudcRbqQpkl.jpg,0,0,1,0,0,0
musa-acuminata-ripe-93e313ae-1d0a-11ec-8abd-d8c4975e38aa_jpg.rf.3oTtwPrxPSD7kQ78ZpJd.jpg,0,0,0,1,0,0
musa-acuminata-freshunripe-36b1fbf9-2653-11ec-9bbd-d8c4975e38aa_jpg.rf.34J3HKzHtdE7APxg5hVx.jpg,0,1,0,0,0,0
musa-acuminata-banana-90a1aa90-394a-11ec-a449-d8c4975e38aa_jpg.rf.lqpp6tUgutrt4sVJk1sN.jpg,0,0,1,0,1,0
musa-acuminata-banana-fd7f5fc0-394a-11ec-baad-d8c4975e38aa_jpg.rf.3oTBlk6O7yp9vT2QmfDn.jpg,0,0,0,1,0,0
musa-acuminata-mold-e246e55f-1d0a-11ec-bc48-d8c4975e38aa_jpg.rf.2aSZzEAvJAp87AgogvUk.jpg,0,0,1,0,1,0
musa-acuminata-rotten-8370794c-2653-11ec-a1d4-d8c4975e38aa_jpg.rf.4fAgTyatLpb1KqRKDtcW.jpg,0,0,0,0,1,0
musa-acuminata-freshunripe-6984b311-1d0a-11ec-950d-d8c4975e38aa_jpg.rf.4f7HQsRjXo8Oe7k5lyQP.jpg,0,1,0,0,0,0
musa-acuminata-rotten-8758ef41-2653-11ec-821b-d8c4975e38aa_jpg.rf.4qc4QaFR43se7NGvEffN.jpg,0,0,0,0,1,0
musa-acuminata-banana-b4f0439d-394a-11ec-8d57-d8c4975e38aa_jpg.rf.4ZfLuHZF1gNEmbvd50qp.jpg,0,0,0,1,0,0
musa-acuminata-freshunripe-26c655c0-2653-11ec-9a1c-d8c4975e38aa_jpg.rf.4pZBi5lqITVYoJCBWq7K.jpg,0,1,0,0,0,0
musa-acuminata-mold-e482ebac-1d0a-11ec-8b0c-d8c4975e38aa_jpg.rf.4y1JyCrInmf8BQOBEWsi.jpg,0,0,1,0,0,0
musa-acuminata-freshunripe-7181d599-1d0a-11ec-8194-d8c4975e38aa_jpg.rf.55O5OJWoOtHOncTJw4Jm.jpg,0,1,0,0,0,0
musa-acuminata-rotten-8120c602-2653-11ec-9415-d8c4975e38aa_jpg.rf.4xPKMQrbyWUemo250srx.jpg,0,0,0,0,1,0
musa-acuminata-mold-e4a1e6df-1d0a-11ec-abbf-d8c4975e38aa_jpg.rf.5NDHKCy8Q7nTHYtgvvxo.jpg,0,0,1,0,0,0
musa-acuminata-rotten-8c969eef-2653-11ec-8ff5-d8c4975e38aa_jpg.rf.4zYPHoOd6Htmjyyoczzy.jpg,0,0,0,0,1,0
musa-acuminata-overripe-9cc0174f-1d0a-11ec-9071-d8c4975e38aa_jpg.rf.5PEqYhCojgRSoRlSe85S.jpg,0,0,1,0,0,0
musa-acuminata-banana-e7bae49b-394a-11ec-9a85-d8c4975e38aa_jpg.rf.5B0uO6vlrwGgZqccCrN6.jpg,0,0,0,1,0,0
musa-acuminata-banana-cfa1e81f-394a-11ec-81b1-d8c4975e38aa_jpg.rf.56a8aH5tQh5g3kUheEbh.jpg,0,0,0,1,0,0
musa-acuminata-unripe-88ca085f-1d0a-11ec-a5d9-d8c4975e38aa-1-_jpg.rf.51U3ZBTwzWsN5acpnBEO.jpg,0,0,0,0,0,1
musa-acuminata-freshunripe-3580e7fb-2653-11ec-ba32-d8c4975e38aa_jpg.rf.5VLJ1TP9uvAte61O4IEj.jpg,0,1,0,0,0,0
musa-acuminata-mold-e225871e-1d0a-11ec-afb1-d8c4975e38aa_jpg.rf.5hbRDuDxphIOF8N96kNh.jpg,0,0,1,0,1,0
musa-acuminata-banana-e44786bc-394a-11ec-af55-d8c4975e38aa_jpg.rf.5RhecqL3hq6MePs3MDR2.jpg,1,0,0,0,0,0
musa-acuminata-rotten-838e8c49-2653-11ec-a56e-d8c4975e38aa_jpg.rf.5jcz2FlXa189mFfG1LXy.jpg,0,0,0,0,1,0
musa-acuminata-mold-e30cb9bd-1d0a-11ec-9aa4-d8c4975e38aa_jpg.rf.5dS5TuRjQGcgyMmQgg9f.jpg,0,0,1,0,1,0
musa-acuminata-ripe-96d1db2f-1d0a-11ec-ad96-d8c4975e38aa_jpg.rf.5PixftN7yEFV12H9Bnik.jpg,0,0,0,1,1,0
musa-acuminata-unripe-5d01c29b-2653-11ec-b9cf-d8c4975e38aa---Copy_jpg.rf.5gb2K4wDQsXQEcUm7Qpv.jpg,0,0,0,0,1,1
musa-acuminata-banana-f8fa2f83-394a-11ec-bf0c-d8c4975e38aa_jpg.rf.5jn8sk28Z7CRAsirWPp2.jpg,0,0,0,1,0,0
musa-acuminata-freshunripe-6b163dee-1d0a-11ec-927a-d8c4975e38aa_jpg.rf.65dsCRCwhQC0v61AWcWb.jpg,0,1,0,0,0,0
musa-acuminata-unripe-55b0644b-2653-11ec-8c1f-d8c4975e38aa_jpg.rf.2psZEqFF5tYmG4LXHX3Q.jpg,0,0,0,0,0,1
musa-acuminata-unripe-59486469-2653-11ec-bf76-d8c4975e38aa_jpg.rf.5vMIp3n9RAJmpnRReHlZ.jpg,0,0,0,0,1,1
musa-acuminata-rotten-8f213cfe-2653-11ec-aa6a-d8c4975e38aa_jpg.rf.6BhlZ2QVi4hFmQJQ6uSC.jpg,0,0,0,0,1,0
musa-acuminata-banana-aace5901-394a-11ec-94df-d8c4975e38aa_jpg.rf.WGld7jrd9QBNVnyuOLsl.jpg,0,0,1,1,0,0
musa-acuminata-rotten-b56c701f-1d0a-11ec-91c4-d8c4975e38aa_jpg.rf.WUDkPPETwjf7QvTttebe.jpg,0,0,0,0,1,0
musa-acuminata-banana-c83fbb44-394a-11ec-9624-d8c4975e38aa_jpg.rf.5yCCIwJb1lpDbLl71jiC.jpg,0,0,0,1,0,0
musa-acuminata-banana-9fa85295-394a-11ec-b205-d8c4975e38aa_jpg.rf.WU6nmfwcTWkd1keQLjrk.jpg,0,0,0,0,1,0
musa-acuminata-banana-ae0bc487-4037-11ec-b17f-94b86d66fd1d_jpg.rf.5nlOAl2GjMa0m2UkbKUC.jpg,1,0,0,0,0,0
musa-acuminata-banana-9201a715-394a-11ec-8211-d8c4975e38aa_jpg.rf.Y4IjLvZLqGMk8NGnCjHV.jpg,0,0,1,0,0,0
musa-acuminata-banana-da611a53-394a-11ec-9052-d8c4975e38aa_jpg.rf.WR2mmIb7ljW0vf2KqkJP.jpg,0,0,0,1,0,0
musa-acuminata-overripe-9fc6b423-1d0a-11ec-be97-d8c4975e38aa_jpg.rf.2ctz5DQh43U4bPfKHkjl.jpg,0,0,1,0,0,0
musa-acuminata-freshripe-4538202f-2653-11ec-b06e-d8c4975e38aa_jpg.rf.64rSjUm7g0MW07qvUb96.jpg,1,0,0,0,0,0
musa-acuminata-banana-e4d6fe09-394a-11ec-9ea5-d8c4975e38aa_jpg.rf.WWAJuDCLn9GZaAGdxtUs.jpg,0,0,0,1,0,0
musa-acuminata-mold-e3674b93-1d0a-11ec-b941-d8c4975e38aa_jpg.rf.YU6PFeUNBgMiPFvIWlJo.jpg,0,0,1,0,1,0
musa-acuminata-ripe-9219742f-1d0a-11ec-8726-d8c4975e38aa_jpg.rf.XcUFzjrXc60qNI7f4lyZ.jpg,0,0,0,1,0,0
musa-acuminata-overripe-74ef26f2-2653-11ec-b9d8-d8c4975e38aa_jpg.rf.ZcrJkoUG4aEBNNLrb3LE.jpg,0,0,1,0,0,0
musa-acuminata-freshripe-4957fa09-2653-11ec-80e7-d8c4975e38aa_jpg.rf.ZiJnDcdkAcUsWORIrM0j.jpg,1,0,0,0,0,0
musa-acuminata-banana-c2745310-394a-11ec-ac96-d8c4975e38aa_jpg.rf.a2a2AOEhd93LFLowbvA5.jpg,0,0,0,1,0,0
musa-acuminata-banana-f0a29595-394a-11ec-b8c5-d8c4975e38aa_jpg.rf.a3TmpulnzGHGFnwslkES.jpg,1,0,0,0,0,0
musa-acuminata-banana-99d5ee08-4037-11ec-86d1-94b86d66fd1d_jpg.rf.XXZs6lc1GzEwVcKKeTgw.jpg,0,0,0,1,0,0
musa-acuminata-mold-e2363786-1d0a-11ec-9332-d8c4975e38aa_jpg.rf.Y8DRKC5qYYfJtCzfl5Kn.jpg,0,0,1,0,1,0
musa-acuminata-mold-e5d55e9b-1d0a-11ec-a20b-d8c4975e38aa_jpg.rf.ZF9jYzM5J5GtZ6ObQVEw.jpg,0,0,1,0,0,0
musa-acuminata-banana-f8b9a9c4-394a-11ec-83cb-d8c4975e38aa_jpg.rf.XbqtKyc4qv2TKHOR72Cd.jpg,0,0,0,1,0,0
musa-acuminata-overripe-80d92dec-2653-11ec-9ef7-d8c4975e38aa_jpg.rf.5v49AufdTyAiBmauC1v9.jpg,0,0,1,0,1,0
musa-acuminata-banana-acff2ec7-394a-11ec-8ac4-d8c4975e38aa_jpg.rf.XvvCFc0zlwihN8HlAeCB.jpg,0,0,1,0,1,0
musa-acuminata-rotten-8563e8c8-2653-11ec-8587-d8c4975e38aa_jpg.rf.2cqteuSSqZVO5M7IXGlS.jpg,0,0,0,0,1,0
musa-acuminata-freshunripe-71dfb401-1d0a-11ec-8542-d8c4975e38aa_jpg.rf.WYLAJDQLozyjDSa48uwA.jpg,0,1,0,0,0,0
musa-acuminata-rotten-89d9466c-2653-11ec-88e8-d8c4975e38aa_jpg.rf.2anTuffzI6T9MtRpuB1a.jpg,0,0,0,0,1,0
musa-acuminata-rotten-8e8c6606-2653-11ec-a232-d8c4975e38aa_jpg.rf.ZbQheT9wZlWTvPt3mzZJ.jpg,0,0,0,0,1,0
musa-acuminata-rotten-a2de017c-1d0a-11ec-80c1-d8c4975e38aa_jpg.rf.aFV1oVzcZO2UwZkFlF81.jpg,0,0,0,0,1,0
musa-acuminata-banana-daf8464a-4037-11ec-a55a-94b86d66fd1d_jpg.rf.aoh9MXEuqyR16RriDSUZ.jpg,1,0,0,1,0,0
musa-acuminata-unripe-8bd569df-1d0a-11ec-932f-d8c4975e38aa-1-_jpg.rf.adeOtrascc5UQm924H9h.jpg,0,0,0,0,0,1
musa-acuminata-banana-ffd851b7-394a-11ec-bdcb-d8c4975e38aa_jpg.rf.b9oldgjM1gVes4dNqJQY.jpg,1,0,0,1,0,0
musa-acuminata-banana-bbe740a9-4037-11ec-b713-94b86d66fd1d_jpg.rf.bPZzUyjItKkJxFrrWVX3.jpg,1,0,0,1,0,0
musa-acuminata-freshripe-7853cf0f-1d0a-11ec-b495-d8c4975e38aa_jpg.rf.ZJhbVovtdxRjHar0nolT.jpg,1,0,0,0,0,0
musa-acuminata-banana-a55dd8b5-394a-11ec-b667-d8c4975e38aa_jpg.rf.bQOpop9CmaX96j92uq01.jpg,0,0,1,1,1,0
musa-acuminata-freshunripe-3bb90809-2653-11ec-a87d-d8c4975e38aa_jpg.rf.bxCaG9xwv4K8Uz4uHHuI.jpg,0,1,0,0,0,0
musa-acuminata-rotten-bf6647d3-1d0a-11ec-a7a2-d8c4975e38aa_jpg.rf.aYaVF37OlHOynX3ntFlR.jpg,0,0,0,0,1,0
musa-acuminata-banana-8b6700e7-394a-11ec-a17f-d8c4975e38aa_jpg.rf.bHvDbcFkPPT7RiTF9jpA.jpg,0,0,0,0,1,0
musa-acuminata-unripe-5e13da82-2653-11ec-93e8-d8c4975e38aa---Copy_jpg.rf.bfbefXC4v5bG445sqkt2.jpg,0,0,0,0,0,1
musa-acuminata-freshunripe-1e400bf6-2653-11ec-b2ac-d8c4975e38aa_jpg.rf.JGbl5ZAwzvdWnwUhK34D.jpg,0,1,0,0,0,0
musa-acuminata-banana-91aa1486-394a-11ec-84e1-d8c4975e38aa_jpg.rf.IYstDZgS4MxEMfNgfLbY.jpg,0,0,1,0,0,0
musa-acuminata-freshunripe-6ff7dace-1d0a-11ec-9570-d8c4975e38aa_jpg.rf.JaMfBdyHO60KFgYxgg99.jpg,0,1,0,0,0,0
musa-acuminata-unripe-8cd933f6-1d0a-11ec-9cd1-d8c4975e38aa-1-_jpg.rf.K6ayVyTuBdEO8i84Miu2.jpg,0,1,0,0,0,0
musa-acuminata-unripe-5d742a18-2653-11ec-896f-d8c4975e38aa---Copy_jpg.rf.Jf2ggX3ObaD2rToACNH1.jpg,0,0,0,0,1,1
musa-acuminata-ripe-97c9b9ca-1d0a-11ec-b43b-d8c4975e38aa_jpg.rf.IzrpCccdRfOodsNbFnJE.jpg,0,0,0,1,1,0
musa-acuminata-banana-857d5803-394a-11ec-a4a4-d8c4975e38aa_jpg.rf.JZbnDUbaSZZJj6pvYC9V.jpg,0,0,1,0,1,0
musa-acuminata-freshunripe-34bb16b0-2653-11ec-a051-d8c4975e38aa_jpg.rf.KcOdYQ5VB8mZR8sbHNQk.jpg,0,1,0,0,0,0
musa-acuminata-ripe-9abae335-1d0a-11ec-8d5b-d8c4975e38aa_jpg.rf.KudRfIUEliAAXub70Fpc.jpg,0,0,0,1,1,0
musa-acuminata-banana-945c8ad9-394a-11ec-922d-d8c4975e38aa_jpg.rf.LBm6Hqe9wkUNS0CCZmYv.jpg,0,0,1,0,1,0
musa-acuminata-ripe-93377705-1d0a-11ec-9797-d8c4975e38aa_jpg.rf.L0K6QOyvFvfrgedI3q7n.jpg,0,0,0,1,0,0
musa-acuminata-freshunripe-389cf809-2653-11ec-b05c-d8c4975e38aa_jpg.rf.NWX7HLBxNxNZskMLlHAL.jpg,0,1,0,0,0,0
musa-acuminata-freshunripe-34143e33-2653-11ec-9efd-d8c4975e38aa_jpg.rf.OBvF71tN7w9G6ubByN7j.jpg,0,1,0,0,0,0
musa-acuminata-banana-fc64e02b-394a-11ec-867a-d8c4975e38aa_jpg.rf.OJJb6tcTNOm1089j0TEA.jpg,1,0,0,1,0,0
musa-acuminata-banana-f2454c9b-394a-11ec-b377-d8c4975e38aa_jpg.rf.OTOEoEO58LqDi4Be1YgV.jpg,1,0,0,1,0,0
musa-acuminata-rotten-a262116f-1d0a-11ec-a63f-d8c4975e38aa_jpg.rf.KMcmupm3SP40dRehhHGq.jpg,0,0,0,0,1,0
musa-acuminata-banana-9732b9b9-394a-11ec-aa9f-d8c4975e38aa_jpg.rf.LX3viLAa4vXNkQKMTE7p.jpg,0,0,1,0,1,0
musa-acuminata-banana-83598677-394a-11ec-9b42-d8c4975e38aa_jpg.rf.LQjF1puGrkucIOl8KkGM.jpg,0,0,0,1,1,0
musa-acuminata-banana-c831079f-394a-11ec-a0af-d8c4975e38aa_jpg.rf.LY8aPLPxNQoMnRS32Aoy.jpg,1,0,0,0,0,0
musa-acuminata-freshunripe-71809be6-1d0a-11ec-8e2b-d8c4975e38aa_jpg.rf.LQaHgVA4nEnfDjhDRJhT.jpg,0,1,0,0,0,0
musa-acuminata-rotten-b9cb1cef-1d0a-11ec-946c-d8c4975e38aa_jpg.rf.LHscQlhbQsYhMVpOPFGz.jpg,0,0,0,0,1,0
musa-acuminata-ripe-94cf07c9-1d0a-11ec-a53b-d8c4975e38aa_jpg.rf.MCNaOz7HXwT9p1Ydylnk.jpg,0,0,0,1,0,0
musa-acuminata-mold-e34127c8-1d0a-11ec-ab36-d8c4975e38aa_jpg.rf.MQPd9feCjwbypiOrCqnK.jpg,0,0,1,0,0,0
musa-acuminata-rotten-ab9c6966-1d0a-11ec-982e-d8c4975e38aa_jpg.rf.M2QPfMWWZNVN1oZUpXfV.jpg,0,0,0,0,1,0
musa-acuminata-banana-a5ffc53a-394a-11ec-bef7-d8c4975e38aa_jpg.rf.NMOLvqkBTQpUe5fSFzZ8.jpg,0,0,1,0,1,0
musa-acuminata-banana-f1240cb7-394a-11ec-90c7-d8c4975e38aa_jpg.rf.MSjuiNgyAJcAeYgMtgH0.jpg,1,0,0,1,0,0
musa-acuminata-banana-da5dc63b-394a-11ec-b20a-d8c4975e38aa_jpg.rf.16YuxPRRpNpFQITStIhj.jpg,0,0,0,1,0,0
musa-acuminata-banana-e12ee376-394a-11ec-b0f9-d8c4975e38aa_jpg.rf.194IH55zGYHM2LWIHT0i.jpg,1,0,0,1,0,0
musa-acuminata-banana-f90ec4f5-394a-11ec-a3a1-d8c4975e38aa_jpg.rf.Ni35fvNHQwKe2VIApmx6.jpg,0,0,0,1,0,0
musa-acuminata-ripe-98e09870-1d0a-11ec-ae5e-d8c4975e38aa_jpg.rf.O7pueCkE77C7Biby10I7.jpg,0,0,0,1,1,0
musa-acuminata-overripe-800b04df-2653-11ec-a4b2-d8c4975e38aa_jpg.rf.0eNbSQ6mEPD9zJONR9RX.jpg,0,0,1,0,1,0
musa-acuminata-banana-a17990ae-394a-11ec-b310-d8c4975e38aa_jpg.rf.Ob50pFQUFyHhRlDeY88k.jpg,0,0,1,0,0,0
musa-acuminata-freshripe-4412f5b9-2653-11ec-a735-d8c4975e38aa_jpg.rf.M8FemhtuK8FTgWwrPKnc.jpg,1,0,0,0,0,0
musa-acuminata-banana-a76af8a9-394a-11ec-818e-d8c4975e38aa_jpg.rf.0j8P1JbWCGrlq317GFZ3.jpg,0,0,0,0,1,0
musa-acuminata-banana-f5d00287-394a-11ec-be88-d8c4975e38aa_jpg.rf.0tA656qSaItML8a0vYyK.jpg,0,0,0,1,0,0
musa-acuminata-rotten-85c18624-2653-11ec-a747-d8c4975e38aa_jpg.rf.0N7uk6sB1lXGRapxz3Yu.jpg,0,0,0,0,1,0
musa-acuminata-ripe-6b511409-2653-11ec-8b0d-d8c4975e38aa_jpg.rf.0vVKaYVou5ewIWLhycNu.jpg,0,0,0,1,0,0
musa-acuminata-unripe-623879e6-2653-11ec-98ce-d8c4975e38aa_jpg.rf.1AQ88tQ260ulHM2eW23i.jpg,0,0,0,0,0,1
musa-acuminata-ripe-6d47faea-2653-11ec-b545-d8c4975e38aa_jpg.rf.1NjJIMNbRf5AYaYyGLxM.jpg,0,0,0,1,0,0
